Date,Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,year,month,day,dayYear,week_num,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,PromoInterval
2013-06-24,1064,1,2013-06-24,7662,973,1,0,0,0,2013,6,24,175,25,a,c,420,,,
2013-06-25,39,2,2013-06-25,3599,537,1,0,0,0,2013,6,25,176,25,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-06-25,680,2,2013-06-25,4207,698,1,0,0,1,2013,6,25,176,25,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-06-25,1064,2,2013-06-25,7194,888,1,0,0,0,2013,6,25,176,25,a,c,420,,,
2013-06-26,39,3,2013-06-26,3211,516,1,0,0,0,2013,6,26,177,25,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-06-26,680,3,2013-06-26,4252,685,1,0,0,1,2013,6,26,177,25,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-06-26,1064,3,2013-06-26,7201,897,1,0,0,0,2013,6,26,177,25,a,c,420,,,
2013-06-27,39,4,2013-06-27,3304,496,1,0,0,0,2013,6,27,178,25,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-06-27,680,4,2013-06-27,4324,738,1,0,0,1,2013,6,27,178,25,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-06-27,1064,4,2013-06-27,7586,909,1,0,0,0,2013,6,27,178,25,a,c,420,,,
2013-06-28,39,5,2013-06-28,4273,555,1,0,0,0,2013,6,28,179,25,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-06-28,680,5,2013-06-28,5483,823,1,0,0,1,2013,6,28,179,25,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-06-28,1064,5,2013-06-28,8960,1010,1,0,0,0,2013,6,28,179,25,a,c,420,,,
2013-06-29,39,6,2013-06-29,2853,432,1,0,0,0,2013,6,29,180,25,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-06-29,680,6,2013-06-29,6898,984,1,0,0,0,2013,6,29,180,25,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-06-29,1064,6,2013-06-29,8903,989,1,0,0,0,2013,6,29,180,25,a,c,420,,,
2013-06-30,39,7,2013-06-30,0,0,0,0,0,0,2013,6,30,181,26,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-06-30,680,7,2013-06-30,0,0,0,0,0,0,2013,6,30,181,26,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-06-30,1064,7,2013-06-30,0,0,0,0,0,0,2013,6,30,181,26,a,c,420,,,
2013-01-07,39,1,2013-01-07,9882,1087,1,1,0,0,2013,7,1,182,26,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-01-07,680,1,2013-01-07,6866,984,1,1,0,1,2013,7,1,182,26,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-01-07,1064,1,2013-01-07,12945,1383,1,1,0,0,2013,7,1,182,26,a,c,420,,,
2013-02-07,39,2,2013-02-07,6075,831,1,1,0,0,2013,7,2,183,26,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-02-07,680,2,2013-02-07,5584,823,1,1,0,1,2013,7,2,183,26,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-02-07,1064,2,2013-02-07,11164,1221,1,1,0,0,2013,7,2,183,26,a,c,420,,,
2013-03-07,39,3,2013-03-07,5025,700,1,1,0,0,2013,7,3,184,26,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-03-07,680,3,2013-03-07,5750,824,1,1,0,1,2013,7,3,184,26,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-03-07,1064,3,2013-03-07,8870,1016,1,1,0,0,2013,7,3,184,26,a,c,420,,,
2013-04-07,39,4,2013-04-07,5070,678,1,1,0,0,2013,7,4,185,26,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-04-07,680,4,2013-04-07,4879,744,1,1,0,1,2013,7,4,185,26,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-04-07,1064,4,2013-04-07,10434,1183,1,1,0,0,2013,7,4,185,26,a,c,420,,,
2013-05-07,39,5,2013-05-07,4442,646,1,1,0,0,2013,7,5,186,26,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-05-07,680,5,2013-05-07,4381,716,1,1,0,1,2013,7,5,186,26,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-05-07,1064,5,2013-05-07,9677,1141,1,1,0,0,2013,7,5,186,26,a,c,420,,,
2013-06-07,39,6,2013-06-07,2749,436,1,0,0,0,2013,7,6,187,26,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-06-07,680,6,2013-06-07,4685,700,1,0,0,0,2013,7,6,187,26,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-06-07,1064,6,2013-06-07,7774,901,1,0,0,0,2013,7,6,187,26,a,c,420,,,
2013-07-07,39,7,2013-07-07,0,0,0,0,0,0,2013,7,7,188,27,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-07-07,680,7,2013-07-07,0,0,0,0,0,0,2013,7,7,188,27,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-07-07,1064,7,2013-07-07,0,0,0,0,0,0,2013,7,7,188,27,a,c,420,,,
2013-08-07,39,1,2013-08-07,3585,540,1,0,0,0,2013,7,8,189,27,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-08-07,680,1,2013-08-07,4449,719,1,0,0,1,2013,7,8,189,27,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-08-07,1064,1,2013-08-07,7932,987,1,0,0,0,2013,7,8,189,27,a,c,420,,,
2013-09-07,39,2,2013-09-07,3373,486,1,0,0,0,2013,7,9,190,27,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-09-07,680,2,2013-09-07,3993,635,1,0,0,1,2013,7,9,190,27,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-09-07,1064,2,2013-09-07,7228,932,1,0,0,0,2013,7,9,190,27,a,c,420,,,
2013-10-07,39,3,2013-10-07,3635,556,1,0,0,0,2013,7,10,191,27,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-10-07,680,3,2013-10-07,4053,664,1,0,0,1,2013,7,10,191,27,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-10-07,1064,3,2013-10-07,6878,877,1,0,0,0,2013,7,10,191,27,a,c,420,,,
2013-11-07,39,4,2013-11-07,3363,514,1,0,0,0,2013,7,11,192,27,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-11-07,680,4,2013-11-07,3607,615,1,0,0,1,2013,7,11,192,27,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-11-07,1064,4,2013-11-07,8038,988,1,0,0,0,2013,7,11,192,27,a,c,420,,,
2013-12-07,39,5,2013-12-07,3796,514,1,0,0,0,2013,7,12,193,27,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-12-07,680,5,2013-12-07,3952,628,1,0,0,1,2013,7,12,193,27,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-12-07,1064,5,2013-12-07,8157,1004,1,0,0,0,2013,7,12,193,27,a,c,420,,,
2013-07-13,39,6,2013-07-13,2778,430,1,0,0,0,2013,7,13,194,27,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-07-13,680,6,2013-07-13,5101,726,1,0,0,0,2013,7,13,194,27,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-07-13,1064,6,2013-07-13,7868,885,1,0,0,0,2013,7,13,194,27,a,c,420,,,
2013-07-14,39,7,2013-07-14,0,0,0,0,0,0,2013,7,14,195,28,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-07-14,680,7,2013-07-14,0,0,0,0,0,0,2013,7,14,195,28,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-07-14,1064,7,2013-07-14,0,0,0,0,0,0,2013,7,14,195,28,a,c,420,,,
2013-07-15,39,1,2013-07-15,8560,980,1,1,0,0,2013,7,15,196,28,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-07-15,680,1,2013-07-15,6603,927,1,1,0,1,2013,7,15,196,28,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-07-15,1064,1,2013-07-15,12888,1352,1,1,0,0,2013,7,15,196,28,a,c,420,,,
2013-07-16,39,2,2013-07-16,5952,760,1,1,0,0,2013,7,16,197,28,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-07-16,680,2,2013-07-16,5437,765,1,1,0,1,2013,7,16,197,28,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-07-16,1064,2,2013-07-16,11706,1233,1,1,0,0,2013,7,16,197,28,a,c,420,,,
2013-07-17,39,3,2013-07-17,5449,768,1,1,0,0,2013,7,17,198,28,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-07-17,680,3,2013-07-17,4330,672,1,1,0,1,2013,7,17,198,28,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-07-17,1064,3,2013-07-17,10290,1129,1,1,0,0,2013,7,17,198,28,a,c,420,,,
2013-07-18,39,4,2013-07-18,4514,653,1,1,0,0,2013,7,18,199,28,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-07-18,680,4,2013-07-18,4299,637,1,1,0,1,2013,7,18,199,28,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-07-18,1064,4,2013-07-18,9696,1123,1,1,0,0,2013,7,18,199,28,a,c,420,,,
2013-07-19,39,5,2013-07-19,4764,646,1,1,0,0,2013,7,19,200,28,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-07-19,680,5,2013-07-19,4992,748,1,1,0,1,2013,7,19,200,28,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-07-19,1064,5,2013-07-19,10456,1137,1,1,0,0,2013,7,19,200,28,a,c,420,,,
2013-07-20,39,6,2013-07-20,2474,384,1,0,0,0,2013,7,20,201,28,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-07-20,680,6,2013-07-20,4458,652,1,0,0,0,2013,7,20,201,28,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-07-20,1064,6,2013-07-20,7731,858,1,0,0,0,2013,7,20,201,28,a,c,420,,,
2013-07-21,39,7,2013-07-21,0,0,0,0,0,0,2013,7,21,202,29,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-07-21,680,7,2013-07-21,0,0,0,0,0,0,2013,7,21,202,29,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-07-21,1064,7,2013-07-21,0,0,0,0,0,0,2013,7,21,202,29,a,c,420,,,
2013-07-22,39,1,2013-07-22,3753,517,1,0,0,1,2013,7,22,203,29,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-07-22,680,1,2013-07-22,4100,686,1,0,0,1,2013,7,22,203,29,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-07-22,1064,1,2013-07-22,7044,898,1,0,0,1,2013,7,22,203,29,a,c,420,,,
2013-07-23,39,2,2013-07-23,2909,463,1,0,0,1,2013,7,23,204,29,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-07-23,680,2,2013-07-23,3614,605,1,0,0,1,2013,7,23,204,29,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-07-23,1064,2,2013-07-23,6734,856,1,0,0,1,2013,7,23,204,29,a,c,420,,,
2013-07-24,39,3,2013-07-24,3262,533,1,0,0,1,2013,7,24,205,29,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-07-24,680,3,2013-07-24,3653,614,1,0,0,1,2013,7,24,205,29,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-07-24,1064,3,2013-07-24,7454,920,1,0,0,1,2013,7,24,205,29,a,c,420,,,
2013-07-25,39,4,2013-07-25,3038,452,1,0,0,1,2013,7,25,206,29,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-07-25,680,4,2013-07-25,4455,685,1,0,0,1,2013,7,25,206,29,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-07-25,1064,4,2013-07-25,7739,948,1,0,0,1,2013,7,25,206,29,a,c,420,,,
2013-07-26,39,5,2013-07-26,2877,440,1,0,0,1,2013,7,26,207,29,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-07-26,680,5,2013-07-26,3807,562,1,0,0,1,2013,7,26,207,29,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-07-26,1064,5,2013-07-26,8299,972,1,0,0,1,2013,7,26,207,29,a,c,420,,,
2013-07-27,39,6,2013-07-27,2259,363,1,0,0,0,2013,7,27,208,29,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-07-27,680,6,2013-07-27,4045,677,1,0,0,0,2013,7,27,208,29,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-07-27,1064,6,2013-07-27,6657,762,1,0,0,0,2013,7,27,208,29,a,c,420,,,
2013-07-28,39,7,2013-07-28,0,0,0,0,0,0,2013,7,28,209,30,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-07-28,680,7,2013-07-28,0,0,0,0,0,0,2013,7,28,209,30,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-07-28,1064,7,2013-07-28,0,0,0,0,0,0,2013,7,28,209,30,a,c,420,,,
2013-07-29,39,1,2013-07-29,8962,952,1,1,0,1,2013,7,29,210,30,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-07-29,680,1,2013-07-29,5630,833,1,1,0,1,2013,7,29,210,30,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-07-29,1064,1,2013-07-29,13006,1322,1,1,0,1,2013,7,29,210,30,a,c,420,,,
2013-07-30,39,2,2013-07-30,6796,796,1,1,0,1,2013,7,30,211,30,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-07-30,680,2,2013-07-30,6604,888,1,1,0,1,2013,7,30,211,30,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-07-30,1064,2,2013-07-30,12074,1196,1,1,0,1,2013,7,30,211,30,a,c,420,,,
2013-07-31,39,3,2013-07-31,6762,856,1,1,0,1,2013,7,31,212,30,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-07-31,680,3,2013-07-31,7115,977,1,1,0,1,2013,7,31,212,30,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-07-31,1064,3,2013-07-31,12677,1273,1,1,0,1,2013,7,31,212,30,a,c,420,,,
2013-01-08,39,4,2013-01-08,6150,737,1,1,0,1,2013,8,1,213,30,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-01-08,680,4,2013-01-08,5599,850,1,1,0,1,2013,8,1,213,30,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-01-08,1064,4,2013-01-08,10651,1119,1,1,0,1,2013,8,1,213,30,a,c,420,,,
2013-02-08,39,5,2013-02-08,4884,624,1,1,0,1,2013,8,2,214,30,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-02-08,680,5,2013-02-08,4701,718,1,1,0,1,2013,8,2,214,30,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-02-08,1064,5,2013-02-08,8526,952,1,1,0,1,2013,8,2,214,30,a,c,420,,,
2013-03-08,39,6,2013-03-08,3131,463,1,0,0,0,2013,8,3,215,30,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-03-08,680,6,2013-03-08,5361,810,1,0,0,0,2013,8,3,215,30,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-03-08,1064,6,2013-03-08,7424,842,1,0,0,0,2013,8,3,215,30,a,c,420,,,
2013-04-08,39,7,2013-04-08,0,0,0,0,0,0,2013,8,4,216,31,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-04-08,680,7,2013-04-08,0,0,0,0,0,0,2013,8,4,216,31,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-04-08,1064,7,2013-04-08,0,0,0,0,0,0,2013,8,4,216,31,a,c,420,,,
2013-05-08,39,1,2013-05-08,4395,637,1,0,0,1,2013,8,5,217,31,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-05-08,680,1,2013-05-08,4624,823,1,0,0,0,2013,8,5,217,31,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-05-08,1064,1,2013-05-08,7767,953,1,0,0,1,2013,8,5,217,31,a,c,420,,,
2013-06-08,39,2,2013-06-08,4217,574,1,0,0,1,2013,8,6,218,31,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-06-08,680,2,2013-06-08,4143,737,1,0,0,0,2013,8,6,218,31,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-06-08,1064,2,2013-06-08,7603,877,1,0,0,1,2013,8,6,218,31,a,c,420,,,
2013-07-08,39,3,2013-07-08,3651,533,1,0,0,1,2013,8,7,219,31,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-07-08,680,3,2013-07-08,4112,686,1,0,0,0,2013,8,7,219,31,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-07-08,1064,3,2013-07-08,6868,813,1,0,0,1,2013,8,7,219,31,a,c,420,,,
2013-08-08,39,4,2013-08-08,3627,507,1,0,0,1,2013,8,8,220,31,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-08-08,680,4,2013-08-08,4072,730,1,0,0,0,2013,8,8,220,31,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-08-08,1064,4,2013-08-08,6845,851,1,0,0,1,2013,8,8,220,31,a,c,420,,,
2013-09-08,39,5,2013-09-08,3835,518,1,0,0,1,2013,8,9,221,31,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-09-08,680,5,2013-09-08,4117,646,1,0,0,0,2013,8,9,221,31,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-09-08,1064,5,2013-09-08,7350,911,1,0,0,1,2013,8,9,221,31,a,c,420,,,
2013-10-08,39,6,2013-10-08,2445,368,1,0,0,0,2013,8,10,222,31,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-10-08,680,6,2013-10-08,5486,855,1,0,0,0,2013,8,10,222,31,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-10-08,1064,6,2013-10-08,6718,780,1,0,0,0,2013,8,10,222,31,a,c,420,,,
2013-11-08,39,7,2013-11-08,0,0,0,0,0,0,2013,8,11,223,32,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-11-08,680,7,2013-11-08,0,0,0,0,0,0,2013,8,11,223,32,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-11-08,1064,7,2013-11-08,0,0,0,0,0,0,2013,8,11,223,32,a,c,420,,,
2013-12-08,39,1,2013-12-08,8473,953,1,1,0,1,2013,8,12,224,32,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-12-08,680,1,2013-12-08,5902,875,1,1,0,0,2013,8,12,224,32,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-12-08,1064,1,2013-12-08,11412,1250,1,1,0,1,2013,8,12,224,32,a,c,420,,,
2013-08-13,39,2,2013-08-13,6033,740,1,1,0,1,2013,8,13,225,32,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-08-13,680,2,2013-08-13,5338,812,1,1,0,0,2013,8,13,225,32,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-08-13,1064,2,2013-08-13,10294,1111,1,1,0,1,2013,8,13,225,32,a,c,420,,,
2013-08-14,39,3,2013-08-14,6207,821,1,1,0,1,2013,8,14,226,32,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-08-14,680,3,2013-08-14,4898,753,1,1,0,0,2013,8,14,226,32,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-08-14,1064,3,2013-08-14,10035,1123,1,1,0,1,2013,8,14,226,32,a,c,420,,,
2013-08-15,39,4,2013-08-15,5192,685,1,1,0,1,2013,8,15,227,32,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-08-15,680,4,2013-08-15,4039,620,1,1,0,0,2013,8,15,227,32,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-08-15,1064,4,2013-08-15,9447,1047,1,1,0,1,2013,8,15,227,32,a,c,420,,,
2013-08-16,39,5,2013-08-16,4712,634,1,1,0,1,2013,8,16,228,32,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-08-16,680,5,2013-08-16,4443,725,1,1,0,0,2013,8,16,228,32,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-08-16,1064,5,2013-08-16,8902,1062,1,1,0,1,2013,8,16,228,32,a,c,420,,,
2013-08-17,39,6,2013-08-17,2485,383,1,0,0,0,2013,8,17,229,32,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-08-17,680,6,2013-08-17,4973,786,1,0,0,0,2013,8,17,229,32,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-08-17,1064,6,2013-08-17,7616,829,1,0,0,0,2013,8,17,229,32,a,c,420,,,
2013-08-18,39,7,2013-08-18,0,0,0,0,0,0,2013,8,18,230,33,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-08-18,680,7,2013-08-18,0,0,0,0,0,0,2013,8,18,230,33,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-08-18,1064,7,2013-08-18,0,0,0,0,0,0,2013,8,18,230,33,a,c,420,,,
2013-08-19,39,1,2013-08-19,3441,523,1,0,0,1,2013,8,19,231,33,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-08-19,680,1,2013-08-19,4022,693,1,0,0,0,2013,8,19,231,33,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-08-19,1064,1,2013-08-19,7764,958,1,0,0,1,2013,8,19,231,33,a,c,420,,,
2013-08-20,39,2,2013-08-20,3562,487,1,0,0,1,2013,8,20,232,33,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-08-20,680,2,2013-08-20,3701,620,1,0,0,0,2013,8,20,232,33,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-08-20,1064,2,2013-08-20,7271,841,1,0,0,1,2013,8,20,232,33,a,c,420,,,
2013-08-21,39,3,2013-08-21,3298,502,1,0,0,1,2013,8,21,233,33,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-08-21,680,3,2013-08-21,3539,614,1,0,0,0,2013,8,21,233,33,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-08-21,1064,3,2013-08-21,7014,878,1,0,0,1,2013,8,21,233,33,a,c,420,,,
2013-08-22,39,4,2013-08-22,3206,487,1,0,0,1,2013,8,22,234,33,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-08-22,680,4,2013-08-22,3075,568,1,0,0,0,2013,8,22,234,33,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-08-22,1064,4,2013-08-22,6748,834,1,0,0,1,2013,8,22,234,33,a,c,420,,,
2013-08-23,39,5,2013-08-23,3070,471,1,0,0,1,2013,8,23,235,33,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-08-23,680,5,2013-08-23,3601,607,1,0,0,0,2013,8,23,235,33,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-08-23,1064,5,2013-08-23,6953,871,1,0,0,1,2013,8,23,235,33,a,c,420,,,
2013-08-24,39,6,2013-08-24,2833,422,1,0,0,0,2013,8,24,236,33,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-08-24,680,6,2013-08-24,4903,764,1,0,0,0,2013,8,24,236,33,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-08-24,1064,6,2013-08-24,6427,775,1,0,0,0,2013,8,24,236,33,a,c,420,,,
2013-08-25,39,7,2013-08-25,0,0,0,0,0,0,2013,8,25,237,34,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-08-25,680,7,2013-08-25,0,0,0,0,0,0,2013,8,25,237,34,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-08-25,1064,7,2013-08-25,0,0,0,0,0,0,2013,8,25,237,34,a,c,420,,,
2013-08-26,39,1,2013-08-26,8039,884,1,1,0,1,2013,8,26,238,34,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-08-26,680,1,2013-08-26,4705,718,1,1,0,0,2013,8,26,238,34,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-08-26,1064,1,2013-08-26,11976,1279,1,1,0,1,2013,8,26,238,34,a,c,420,,,
2013-08-27,39,2,2013-08-27,5628,698,1,1,0,1,2013,8,27,239,34,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-08-27,680,2,2013-08-27,4943,690,1,1,0,0,2013,8,27,239,34,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-08-27,1064,2,2013-08-27,10265,1073,1,1,0,1,2013,8,27,239,34,a,c,420,,,
2013-08-28,39,3,2013-08-28,5307,723,1,1,0,1,2013,8,28,240,34,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-08-28,680,3,2013-08-28,3989,637,1,1,0,0,2013,8,28,240,34,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-08-28,1064,3,2013-08-28,9314,1015,1,1,0,1,2013,8,28,240,34,a,c,420,,,
2013-08-29,39,4,2013-08-29,4645,618,1,1,0,1,2013,8,29,241,34,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-08-29,680,4,2013-08-29,4681,679,1,1,0,0,2013,8,29,241,34,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-08-29,1064,4,2013-08-29,9420,1063,1,1,0,1,2013,8,29,241,34,a,c,420,,,
2013-08-30,39,5,2013-08-30,5995,764,1,1,0,1,2013,8,30,242,34,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-08-30,680,5,2013-08-30,6237,866,1,1,0,0,2013,8,30,242,34,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-08-30,1064,5,2013-08-30,12487,1290,1,1,0,1,2013,8,30,242,34,a,c,420,,,
2013-08-31,39,6,2013-08-31,2977,445,1,0,0,0,2013,8,31,243,34,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-08-31,680,6,2013-08-31,6528,917,1,0,0,0,2013,8,31,243,34,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-08-31,1064,6,2013-08-31,8335,934,1,0,0,0,2013,8,31,243,34,a,c,420,,,
2013-01-09,39,7,2013-01-09,0,0,0,0,0,0,2013,9,1,244,35,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-01-09,680,7,2013-01-09,0,0,0,0,0,0,2013,9,1,244,35,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-01-09,1064,7,2013-01-09,0,0,0,0,0,0,2013,9,1,244,35,a,c,420,,,
2013-02-09,39,1,2013-02-09,4766,678,1,0,0,1,2013,9,2,245,35,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-02-09,680,1,2013-02-09,4688,710,1,0,0,0,2013,9,2,245,35,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-02-09,1064,1,2013-02-09,10103,1156,1,0,0,1,2013,9,2,245,35,a,c,420,,,
2013-03-09,39,2,2013-03-09,3774,603,1,0,0,1,2013,9,3,246,35,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-03-09,680,2,2013-03-09,3884,684,1,0,0,0,2013,9,3,246,35,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-03-09,1064,2,2013-03-09,9501,1179,1,0,0,1,2013,9,3,246,35,a,c,420,,,
2013-04-09,39,3,2013-04-09,3826,574,1,0,0,0,2013,9,4,247,35,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
